"Year","Country.Code","WBL.Index","Region","Income Group","GDP","Labor.Force.Participation","Edu.pri","Edu.sec","Edu.ter","Wage","Edu.pri_Missing_Rate","Edu.sec_Missing_Rate","Edu.ter_Missing_Rate","Edu_Missing_Rate","Log.GDP"
1996,"EGY",26.875,"Middle East & North Africa","Lower middle income",8423.57817499547,22.3502460110172,84.15564,77.41167,24.98226929,54.4326767482741,0.72,0.84,0.34,0.64,9.03890868571731
1996,"SLV",66.25,"Latin America & Caribbean","Upper middle income",7057.92025248354,36.7116233424696,87.92355,47.39215,19.70004082,50.7486430972325,0.56,0.47,0.12,0.39,8.86204738004926
1996,"EST",63.75,"High income: OECD","High income",15134.7592233647,47.8399238173527,89.90886,86.12564,43.21623993,94.8110756683876,0.69,0.38,0.03,0.36,9.62481538361788
1996,"SWZ",38.75,"Sub-Saharan Africa","Lower middle income",5778.65496582201,44.6671135983136,79.92177,36.52322,6.123559952,69.0835840251719,0.53,0.47,0.62,0.54,8.66209926539017
1996,"ETH",50,"Sub-Saharan Africa","Low income",760.264306213613,43.9538081540849,20.31181,9.12729,0.263330013,7.58941739697656,0.38,0.81,0.41,0.53,6.63498061190317
1996,"FJI",51.25,"East Asia & Pacific","Upper middle income",8936.77814631658,32.8537387568801,92.9044,80.3371,15.87316036,58.3101680927768,0.59,0.66,0.62,0.62,9.0980423077842
1996,"FIN",82.5,"High income: OECD","High income",37414.2205529396,47.7470872938145,98.66977,93.58783,74.43782806,88.786906063706,0.31,0.19,0,0.17,10.5298328672703
1996,"FRA",86.25,"High income: OECD","High income",41639.7107724801,45.3403470650849,99.98995,96.01478,59.63753891,89.9832238762871,0.38,0.22,0,0.2,10.6368335920472
1996,"GEO",61.25,"Europe & Central Asia","Upper middle income",3762.81153750309,47.5937935524788,98.99836,73.25802,45.36291885,44.3363190171932,0.75,0.59,0.12,0.49,8.23318742971292
1996,"DEU",74.375,"High income: OECD","High income",45874.2243231129,43.1537085104402,87.53235,89.38924,43.97964859,92.0085798639817,0.47,0.5,0.5,0.49,10.733680475222
1996,"GHA",57.5,"Sub-Saharan Africa","Lower middle income",3039.68873031674,50.2076433776692,57.89835,28.82961,3.58626008,10.0794758964494,0.44,0.47,0.34,0.42,8.01983932476557
1996,"GRC",73.125,"High income: OECD","High income",27684.3669633675,36.9549620738068,88.84115,83.44352,41.05718994,55.9826824347117,0.22,0.34,0.12,0.23,10.228659284122
1996,"GTM",57.5,"Latin America & Caribbean","Upper middle income",8198.19599013231,32.8199586213328,67.43367,20.18352,8.082559586,42.0903755219129,0.38,0.53,0.56,0.49,9.01179137846127
1996,"GIN",46.875,"Sub-Saharan Africa","Lower middle income",2171.72552153265,50.4531534604248,31.72238,6.4184,0.203539997,2.00670938532052,0.41,0.72,0.22,0.45,7.68373765913175
1996,"HND",51.875,"Latin America & Caribbean","Lower middle income",4464.57980710631,33.9450143260209,86.34144,45.84987,13.75399017,43.7786581692196,0.44,0.84,0.44,0.57,8.40415434089489
1996,"HKG",74.375,"East Asia & Pacific","High income",37905.7333418223,38.9525679849816,94.16782,79.30415,32.36388016,95.02416308825,0.94,0.41,0.28,0.54,10.5428840360248
1996,"HUN",69.375,"High income: OECD","High income",19112.0699421291,43.7777722575883,77.3119,82.57994,25.4819603,86.1631832375352,0.31,0.34,0,0.22,9.85812767017879
1996,"ISL",85.625,"High income: OECD","High income",38908.6097180325,46.3387490213586,98.44095,86.69995,42.64122009,88.0496510266896,0.47,0.38,0,0.28,10.5689965355513
1996,"IND",57.5,"South Asia","Lower middle income",2542.42211133345,25.4020317965092,73.18593,62.40373,4.704360008,9.65463263298262,0.66,0.97,0.22,0.61,7.84126574116113
1996,"IDN",47.5,"East Asia & Pacific","Upper middle income",6312.93453561158,38.0447213582697,91.25248,49.27326,8.21930027,27.2875708197685,0.25,0.47,0.19,0.3,8.75051430093172
1996,"IRN",26.25,"Middle East & North Africa","Lower middle income",9804.54989450776,11.9869182928775,89.40619,75.81558,14.2735796,56.5300078805717,0.56,0.75,0.22,0.51,9.1907038201285
1996,"IRL",78.125,"High income: OECD","High income",35959.1210336271,38.6550192315397,89.54941,84.65288,41.95298004,90.3207837679786,0.72,0.41,0,0.38,10.4901658543649
1996,"ITA",71.25,"High income: OECD","High income",45993.1474017467,37.2648373625183,97.85218,85.82697,45.5016098,75.5856478808919,0.78,0.41,0,0.4,10.7362694369799
1996,"JAM",56.875,"Latin America & Caribbean","Upper middle income",10098.9801410387,45.5477736221862,90.21696,81.79052,18.01432991,65.262764373395,0.62,0.56,0.69,0.62,9.22028873659363
1996,"JOR",26.25,"Middle East & North Africa","Lower middle income",7829.08134142645,13.784102493098,87.86538,77.5918,20.43091011,96.7072508171754,0.5,0.59,0.19,0.43,8.96572817736339
1996,"KEN",51.875,"Sub-Saharan Africa","Lower middle income",3890.0985511465,49.3053208396557,61.17905,32.51224,1.943079948,19.2788750655236,0.62,0.72,0.72,0.69,8.26644680063772
1996,"KOR",57.5,"High income: OECD","High income",19877.1924488437,39.4075174332314,99.76611,95.90705,39.6435585,59.7879970089559,0.62,0.25,0,0.29,9.89737855298042
1996,"KWT",26.25,"Middle East & North Africa","High income",63771.290161839,25.226336129822,85.53804,96.75963,29.59944916,99.5388139160579,0.62,0.47,0.41,0.5,11.063074051505
1996,"KGZ",55,"Europe & Central Asia","Lower middle income",2974.71163891294,45.9288715909411,90.45844,82.63853,23.95881081,45.8406743714902,0.53,0.72,0.06,0.44,7.99823849573174
1996,"LAO",58.75,"East Asia & Pacific","Lower middle income",2368.05475182536,47.8046821043968,64.4573,17.92807,1.443179965,8.549224318117,0.19,0.22,0.06,0.16,7.77024631567954
1996,"LVA",55,"High income: OECD","High income",10327.8913716072,47.7273037193604,96.83931,92.48556,38.56679916,87.4020552064358,0.72,0.69,0.12,0.51,9.24270023511593
1996,"LSO",43.125,"Sub-Saharan Africa","Lower middle income",1709.69433512939,47.3572916248977,69.12575,21.10095,2.471359968,58.8179149198371,0.19,0.25,0.41,0.28,7.44465461101849
1996,"LTU",67.5,"High income: OECD","High income",12317.2325566838,47.9314274221386,94.5456,90.11215,34.01792145,83.9023500854478,0.94,0.41,0.03,0.46,9.41883576548782
1996,"LUX",74.375,"High income: OECD","High income",93562.4583558367,37.3764349257882,97.13656,72.18904,10.6876297,91.582651391162,0.5,0.38,0.56,0.48,11.4463951840577
1996,"MDG",43.125,"Sub-Saharan Africa","Low income",1667.07259489398,48.5667724211367,56.99923,17.49195,1.853279948,13.7756076650265,0.78,0.66,0.09,0.51,7.41942410409033
1996,"MWI",45,"Sub-Saharan Africa","Low income",1140.75609366056,50.7675530986584,97.08693,26.10326,0.345129997,26.5184083302343,0.97,0.44,0.53,0.65,7.04032278917419
1996,"MYS",46.875,"East Asia & Pacific","Upper middle income",16568.5160590209,35.5882303703436,95.5427,79.31866,23.87953949,71.9501887642982,0.47,0.38,0.22,0.35,9.71531990414142
1996,"MLI",46.25,"Sub-Saharan Africa","Low income",1552.12145612989,42.8200694336483,36.90825,21.57878,0.351539999,4.55597272432136,0.5,0.66,0.28,0.48,7.34802202751492
1996,"MLT",57.5,"Middle East & North Africa","High income",22850.8350186362,29.2832325828932,97.65207,82.75585,22.31310081,94.8130277442702,0.78,0.25,0,0.34,10.0367867002592
1996,"MRT",41.875,"Sub-Saharan Africa","Lower middle income",5446.26956523892,29.4390490910287,52.71616,12.08068,1.274060011,24.1968753700138,0.28,0.62,0.16,0.35,8.60286976491239
1996,"MUS",60.625,"Sub-Saharan Africa","Upper middle income",10718.5134395605,32.7058871577056,97.05766,65.28922,5.921730042,86.1307820322673,0.66,0.69,0.12,0.49,9.27982104549402
1996,"MEX",67.5,"Latin America & Caribbean","Upper middle income",17232.2376130104,32.8294295113684,95.78253,54.34634,15.10496044,60.9233412931613,0.94,0.44,0.06,0.48,9.75459521744222
1996,"MDA",57.5,"Europe & Central Asia","Upper middle income",6428.83979448752,50.5925068947081,88.51682,79.32603,58.29431915,69.2255987209757,0.41,0.41,0.75,0.52,8.76870490160051
1996,"MNG",67.5,"East Asia & Pacific","Lower middle income",5457.68501570005,47.3249926841366,85.23354,69.01817,21.95042038,46.2050802690663,0.47,0.62,0.16,0.42,8.60496320011706
1996,"MAR",41.25,"Middle East & North Africa","Lower middle income",4444.228515625,24.0783560806541,57.56251,37.60817,9.294230461,26.7292155472388,0.19,0.72,0.03,0.31,8.399586556216
1996,"MOZ",36.25,"Sub-Saharan Africa","Low income",525.418671837499,54.0223507516068,43.11135,2.27494,0.227160007,2.63249452886219,0.22,0.38,0.22,0.27,6.26609685019795
1996,"MMR",53.75,"East Asia & Pacific","Lower middle income",962.209421824456,44.5820924875111,88.66937,29.18907,9.051719666,15.415550956021,0.69,0.53,0.75,0.66,6.87027085630121
1996,"NAM",48.125,"Sub-Saharan Africa","Upper middle income",7506.10484034086,45.845600546629,87.34418,40.79001,5.586659908,53.1410381704967,0.53,0.69,0.41,0.54,8.92360516315297
1996,"NPL",39.375,"South Asia","Lower middle income",2043.60517160069,25.533897726186,57.01923,41.4615,2.302020073,4.48958363854786,0.88,0.84,0.38,0.7,7.62295997971455
1996,"NLD",86.25,"High income: OECD","High income",47231.1114474073,42.105489933294,99.12867,91.1966,48.73965073,89.7027841136629,0.5,0.34,0.12,0.32,10.7628292675315
1996,"NZL",84.375,"High income: OECD","High income",32750.9607982427,44.7304981779157,98.88263,93.93946,66.16169739,83.3809897242095,0.72,0.66,0.5,0.62,10.3967181109732
1996,"NIC",60.625,"Latin America & Caribbean","Lower middle income",4096.41057428801,29.4479879168593,79.206,37.84051,10.75304031,47.9897189856066,0.59,0.78,0.47,0.61,8.31811048592297
1996,"NER",38.75,"Sub-Saharan Africa","Low income",1280.3354211914,43.9289181559589,18.56885,3.9413,0.451779991,5.88333610098104,0.28,0.5,0.5,0.43,7.15565811086253
1996,"MKD",65,"Europe & Central Asia","Upper middle income",10608.8797883736,38.7345720053673,90.07971,77.59176,23.71639061,81.2185373718241,0.44,0.97,0.06,0.49,9.26954090151308
1996,"NOR",88.125,"High income: OECD","High income",66930.9377599461,46.311373648643,98.30724,96.79393,66.71127319,94.1883428824379,0.5,0.25,0,0.25,11.1114315277142
1996,"OMN",29.375,"Middle East & North Africa","High income",38946.7742715175,15.0102913412546,77.89322,64.7254,5.103069782,91.0371514077124,0.56,0.56,0.22,0.45,10.5699769064445
1996,"PAK",38.125,"South Asia","Lower middle income",3462.47336165841,13.380668897413,44.56638,26.53007,2.118489981,25.3039189194029,0.47,0.66,0.38,0.5,8.1500272262705
1996,"PAN",65,"Latin America & Caribbean","High income",13349.333774846,34.715121367049,92.78902,60.00137,45.94337845,70.8303562672495,0.53,0.56,0.31,0.47,9.49929666537698
1996,"PRY",80,"Latin America & Caribbean","Upper middle income",10908.2726627895,37.9799336085783,94.52527,39.56196,11.00677967,46.7120071392132,0.41,0.5,0.59,0.5,9.29736840958273
1996,"PER",65.625,"Latin America & Caribbean","Upper middle income",7373.35439236856,40.7148181354051,94.98761,58.92529,29.37989998,29.4454222881338,0.62,0.34,0.75,0.57,8.90576363735835
1996,"PHL",67.5,"East Asia & Pacific","Lower middle income",4477.32317711022,38.4864510607017,90.24974,50.87802,32.77643967,49.4033579232581,0.53,0.59,0.19,0.44,8.40700396452113
1996,"POL",61.25,"High income: OECD","High income",14475.3198609738,45.6510829920371,96.99737,92.01562,41.0851593,73.0730767409919,0.47,0.41,0,0.29,9.58026948038963
1996,"PRT",74.375,"High income: OECD","High income",29616.5719198564,44.8351798511399,98.26434,84.07277,44.20386124,73.7443740728928,0.81,0.59,0.5,0.64,10.2961231101152
1996,"QAT",29.375,"Middle East & North Africa","High income",68732.5332913293,16.3948822819338,97.84263,80.02673,44.93899918,99.8879408642315,0.62,0.75,0.03,0.47,11.1379924710779
1996,"RUS",66.875,"Europe & Central Asia","Upper middle income",18550.51953125,47.4503803542916,90.19878,92.09739,68.47975159,98.0683368022472,0.72,0.91,0.25,0.62,9.82830698011196
1996,"SAU",23.75,"Middle East & North Africa","High income",55364.8413748511,11.712218895211,90.54853,73.8964,14.20009041,98.0144398886083,0.81,0.88,0,0.56,10.9217181008893
1996,"SEN",55,"Sub-Saharan Africa","Lower middle income",2835.03272874496,33.085566567112,44.10598,12.59931,3.514100075,13.1228812208419,0.34,0.88,0.44,0.55,7.95016142804557
1996,"SRB",67.5,"Europe & Central Asia","Upper middle income",9550.56027196729,43.6392828956829,99.8896,90.75612,41.4987793,59.404531806612,0.52,0.59,0.19,0.43,9.16445979939343
1996,"SVK",63.75,"High income: OECD","High income",15838.9502599299,45.2004494339167,88.73751,85.66066,20,96.4654733832935,0.47,0.5,0.06,0.34,9.67029052520755
1996,"SVN",64.375,"High income: OECD","High income",24918.2058396498,46.3568120108609,94.66166,90.41642,37.22875977,86.8411608253403,0.47,0.38,0,0.28,10.1233941040007
1996,"ZAF",59.375,"Sub-Saharan Africa","Upper middle income",10331.4692164305,45.0336793236167,86.68132,63.53701,20.27774048,67.8182056810349,0.62,0.69,0.53,0.61,9.24304656708607
1996,"ESP",79.375,"High income: OECD","High income",33360.4595321225,38.1050846344672,99.14276,88.6091,50.43827057,77.8234169274425,0.91,0.41,0,0.44,10.4151566064785
1996,"LKA",54.375,"South Asia","Lower middle income",5523.31225393965,32.2129987615902,99.71701,85.77321,20.5410347,61.8929706633318,0.66,0.88,0.56,0.7,8.61691403971286
1996,"LCA",65.625,"Latin America & Caribbean","Upper middle income",18048.625882682,40.985975217125,87.15985,68.40484,25.65357018,70.6131985504482,0.72,0.41,0.38,0.5,9.80088023682501
1996,"VCT",63.125,"Latin America & Caribbean","Upper middle income",8720.01413260318,36.6772477874246,94.15142,78.4044,17.63961983,79.5630928427709,0.94,0.53,0.59,0.69,9.07349080975121
1996,"SWE",87.5,"High income: OECD","High income",40643.8031018065,47.8324387154301,98.77722,97.91437,53.02444077,93.2778814623374,0.78,0.25,0,0.34,10.6126262618291
1996,"CHE",72.5,"High income: OECD","High income",62008.7272250639,43.6208327110192,91.01745,81.8454,25.16057014,84.0971150529792,0.53,0.28,0.03,0.28,11.035046542448
1996,"SYR",26.875,"Middle East & North Africa","Low income",7431.354210148,19.144180136356,92.60985,35.4178,11.54611015,41.4765243537379,0.88,0.41,0.38,0.55,8.91359793949629
1996,"STP",53.75,"Sub-Saharan Africa","Lower middle income",3802.29132302174,34.0546421663443,79.15002,29.27558,3.789160013,19.0011233042426,0.59,0.66,0.66,0.64,8.24362210847102
1996,"TJK",61.25,"Europe & Central Asia","Lower middle income",1439.50277584065,35.7329522613832,91.10495,58.89816,9.87100029,60.9803515404168,0.81,0.62,0.31,0.58,7.27274748152075
1996,"TZA",61.25,"Sub-Saharan Africa","Lower middle income",1685.85107421875,49.8464702931192,50.32388,24.18458,0.185430005,5.27324209359337,0.25,0.91,0.22,0.46,7.4306188001778
1996,"THA",51.875,"East Asia & Pacific","Upper middle income",11953.495235878,45.8833822747687,98.06709,72.82825,40.13293839,34.3560090526542,0.88,0.72,0.25,0.61,9.38886265699168
1996,"TGO",51.25,"Sub-Saharan Africa","Low income",1975.94923280038,46.7865690052613,67.47189,12.28977,0.842540026,3.32864313165466,0.53,0.88,0.47,0.62,7.58931014393367
1996,"TUR",48.75,"Europe & Central Asia","Upper middle income",13035.5470111039,28.3916006336888,88.31335,45.08283,16.70421028,33.0272964839821,0.5,0.38,0.06,0.31,9.47551200065303
1996,"UGA",46.875,"Sub-Saharan Africa","Low income",1288.50886674348,47.1790721990631,95.35283,15.2826,1.168709993,11.4266985809866,0.88,0.88,0.31,0.69,7.16201670140748
1996,"UKR",66.875,"Europe & Central Asia","Lower middle income",10983.0087890625,50.1622225659513,93.57882,95.73711,49.35932159,88.3924589121789,0.58,0.52,0.19,0.43,9.30419574761705
1996,"GBR",78.125,"High income: OECD","High income",38047.3598316796,44.6663162190634,99.89481,94.21612,53.6198082,92.200963634481,0.56,0.19,0,0.25,10.5466132567544
1996,"USA",83.75,"High income: OECD","High income",47220.9579606654,45.5401242273043,95.41847,90.70646,89.71859741,95.1518709620887,0.72,0.72,0.44,0.62,10.7626142744276
1996,"URY",65.625,"Latin America & Caribbean","High income",16653.9707543138,40.7581127425225,92.59349,71.12715,45.42134094,77.4084730628038,0.69,0.72,0.66,0.69,9.72046399465589
1996,"UZB",55.625,"Europe & Central Asia","Lower middle income",3052.41881077692,39.8274217686558,89.42745,85.67212,11.46205997,62.9928748985725,0.75,0.75,0.25,0.58,8.02401716340415
1997,"ALB",77.5,"Europe & Central Asia","Upper middle income",5499.07592534684,41.8112741746525,95.98725,65.85455,13.74252987,33.3760252660465,0.66,0.75,0.06,0.49,8.6125171757338
1997,"DZA",40.625,"Middle East & North Africa","Lower middle income",10808.8788665465,13.1013729478205,84.29735,51.31181,19.90374947,57.827833496786,0.47,0.91,0.44,0.6,9.28821570488559
1997,"ARG",65,"Latin America & Caribbean","Upper middle income",21695.5949515372,41.7837106841712,96.00714,76.5898,62.41674042,75.0029617214761,0.97,0.38,0.25,0.53,9.98491061254045
1997,"ARM",61.25,"Europe & Central Asia","Upper middle income",3717.33576522762,48.3066415498393,85.03821,91.98581,39.58868027,32.7255553695689,0.59,0.84,0.28,0.57,8.22103147222636
1997,"AUS",75,"High income: OECD","High income",39006.7876951729,43.0448840558435,95.55864,93.62816,82.70330048,86.5134450949287,0.53,0.78,0.53,0.61,10.5715165896691
1997,"AUT",76.25,"High income: OECD","High income",48126.3916236335,43.6529434325664,91.79287,88.02071,50.27608871,87.6498407307168,0.47,0.44,0.44,0.45,10.7816067664308
1997,"AZE",64.375,"Europe & Central Asia","Upper middle income",4159.5978922991,49.725620003179,89.18087,88.15416,20.24593925,28.0331551408865,0.22,0.97,0.47,0.55,8.33341406703835
1997,"BHS",73.125,"Latin America & Caribbean","High income",30898.8362446941,47.0451282691467,89.74714,70.34891,20.70882034,88.4284281286961,0.47,0.44,0.97,0.62,10.3385061633473
1997,"BHR",28.75,"Middle East & North Africa","High income",54289.437765662,19.1876956767207,95.6837,89.40885,24.28215981,98.5217552993678,0.47,0.28,0.31,0.35,10.9021033903347
1997,"BGD",38.125,"South Asia","Lower middle income",2413.54298201505,22.6904441308228,93.66587,40.60347,3.542540073,21.5780480860896,0.97,0.41,0.28,0.55,7.78926530677662
1997,"BRB",70.625,"Latin America & Caribbean","High income",16543.3287120393,48.516253993033,95.50225,94.93646,49.85935974,91.6927045487574,0.44,0.53,0.75,0.57,9.71379864606866
1997,"BLR",70,"Europe & Central Asia","Upper middle income",8314.85656198191,48.7508813680704,94.12549,95.05603,48.21865845,97.2664045933641,0.81,0.75,0.12,0.56,9.02591940039022
1997,"BEL",66.875,"High income: OECD","High income",45720.6522145563,41.8860645246415,99.02054,94.74303,60.04185867,84.4390320673745,0.28,0.28,0.09,0.22,10.730327254932
1997,"BLZ",65.625,"Latin America & Caribbean","Upper middle income",9773.26139796062,32.237423362159,97.11298,57.1753,18.34680939,74.9477424749164,0.59,0.44,0.31,0.45,9.18750782168781
1997,"BEN",40,"Sub-Saharan Africa","Lower middle income",2337.63030771279,43.6224129889407,47.59339,11.13765,0.94551003,11.8597665415514,0.75,0.88,0.16,0.59,7.75732069838996
1997,"BTN",55,"South Asia","Lower middle income",4616.91979149618,39.7891399197264,49.98523,16.90257,2.053719997,20.9482250002783,0.5,0.47,0.5,0.49,8.43769962109669
1997,"BWA",38.125,"Sub-Saharan Africa","Upper middle income",11832.9633106934,43.0776809753069,86.27581,65.64492,5.217949867,77.3011284155554,0.34,0.69,0.31,0.45,9.37872892290172
1997,"BRA",50.625,"Latin America & Caribbean","Upper middle income",13641.6296006557,38.2637301979476,92.07035,77.48286,14.87730026,67.5725865473329,0.75,0.72,0.47,0.65,9.52095469878845
1997,"BRN",41.875,"East Asia & Pacific","High income",102522.125235775,36.2110912871024,98.14344,87.98015,14.18027973,95.3911806543385,0.84,0.44,0.12,0.47,11.5378436641704
1997,"BGR",68.125,"Europe & Central Asia","Upper middle income",14481.4180946531,47.5267422071274,94.18397,83.90858,52.07038116,86.9232965766074,0.47,0.38,0,0.28,9.58069064748461
1997,"BFA",70.625,"Sub-Saharan Africa","Low income",1280.69608533889,47.6158311263125,28.29705,6.44441,0.44036001,2.58335790197813,0.19,0.38,0.12,0.23,7.15593954645858
1997,"BDI",64.375,"Sub-Saharan Africa","Low income",1040.92231476108,52.1348830308126,37.49217,11.83077,0.518790007,2.96546181489437,0.56,0.66,0.31,0.51,6.94882266556193
1997,"CPV",60.625,"Sub-Saharan Africa","Lower middle income",3022.88825211585,38.2741919815707,97.414,59.32541,1.638689995,36.1945756195411,0.44,0.53,0.41,0.46,8.01429878295123
1997,"KHM",56.875,"East Asia & Pacific","Lower middle income",1643.01579058016,50.1321421902182,76.28283,11.71936,0.466699988,6.45764016586407,0.59,0.69,0.28,0.52,7.40489718054576
1997,"CMR",50.625,"Sub-Saharan Africa","Lower middle income",3577.59204137871,48.1304493871437,82.91874,36.95547,3.975199938,6.23741562274536,0.88,0.84,0.34,0.69,8.18272471750702
1997,"CAN",97.5,"High income: OECD","High income",41247.253308077,45.3836510194209,98.95292,91.93075,67.26719666,86.7792818791318,0.78,0.78,0.19,0.58,10.6273640468197
1997,"TCD",48.75,"Sub-Saharan Africa","Low income",1125.49116742452,44.920341654537,30.68962,2.88696,0.163430005,0.968096755458842,0.66,0.75,0.53,0.65,7.02686291911765
1997,"CHL",60.625,"High income: OECD","High income",15750.2988448228,33.6726655046315,95.01734,88.09875,28.24093056,73.9187078305313,0.66,0.66,0.09,0.47,9.66467810719157
1997,"COL",59.375,"Latin America & Caribbean","Upper middle income",11509.2362335761,40.3256716038149,94.30288,67.05516,23.08559036,51.9263369879221,0.5,0.56,0.12,0.4,9.35099202570827
1997,"HRV",67.5,"Europe & Central Asia","High income",18841.8869216745,43.729056500479,83.75056,82.82476,27.48505974,74.9182800339926,0.75,0.5,0.09,0.45,9.84389077002581
1997,"CYP",76.25,"Europe & Central Asia","High income",32020.083984375,38.6537868817972,96.37603,90.45496,22.20189095,83.8123513078284,0.44,0.28,0.28,0.33,10.3741498393311
1997,"CZE",73.125,"High income: OECD","High income",29311.2849565222,44.0393785244735,89.15242,89.29101,22.56343079,92.0416321095237,0.88,0.75,0,0.54,10.2857619889237
1997,"CIV",63.125,"Sub-Saharan Africa","Lower middle income",4807.42428178026,36.573698107908,47.69157,24.51976,2.982559919,5.95367430729259,0.56,0.88,0.44,0.62,8.4781247172843
1997,"DNK",81.875,"High income: OECD","High income",52143.5528991443,46.0286382489736,98.1757,89.21622,59.70401001,94.185199552821,0.44,0.22,0.03,0.23,10.861775004334
1997,"DOM",67.5,"Latin America & Caribbean","Upper middle income",8981.2818954165,32.8425392018861,84.00589,43.96131,25.36834908,69.7760385897155,0.44,0.47,0.69,0.53,9.10300923763711
1997,"ECU",66.25,"Latin America & Caribbean","Upper middle income",9497.57349177969,38.0258710772364,96.86744,47.37853,40.93994141,46.0731727529655,0.66,0.38,0.78,0.6,9.15889690755365
1997,"EGY",30,"Middle East & North Africa","Lower middle income",8662.33147869592,21.891433992846,84.15564,77.41167,24.98226929,55.5787857732485,0.72,0.84,0.34,0.64,9.06685462488844
1997,"SLV",66.25,"Latin America & Caribbean","Upper middle income",7062.30007824136,36.8942124733154,87.92355,47.39215,22.0915699,51.4828969058882,0.56,0.47,0.12,0.39,8.86266765445309
1997,"EST",63.75,"High income: OECD","High income",16118.9405019454,48.4291088984211,94.15824,86.12564,48.82524109,94.7573614081263,0.69,0.38,0.03,0.36,9.68781232510749
1997,"SWZ",38.75,"Sub-Saharan Africa","Lower middle income",5883.01763748974,45.0304224149694,81.5829,36.52322,4.305140018,69.0025853857668,0.53,0.47,0.62,0.54,8.67999507925078
1997,"ETH",50,"Sub-Saharan Africa","Low income",826.99161653733,44.1654724089417,26.74153,9.12729,0.325650007,7.7378959193944,0.38,0.81,0.41,0.53,6.71900302937909
1997,"FJI",51.25,"East Asia & Pacific","Upper middle income",9306.98253675461,32.5817067897261,93.34368,80.3371,15.87316036,58.8473150744016,0.59,0.66,0.62,0.62,9.138627648266
1997,"FIN",82.5,"High income: OECD","High income",38657.5556865374,47.2791803607302,98.79029,93.75928,77.08408356,90.4631250906793,0.31,0.19,0,0.17,10.5625233926888
1997,"FRA",86.25,"High income: OECD","High income",42070.8004598642,45.3136055872063,99.98995,95.23164,60.53182983,90.2430669759677,0.38,0.22,0,0.2,10.6471329724329
1997,"GEO",61.25,"Europe & Central Asia","Upper middle income",4339.0046688347,47.4942087123566,98.79657,76.481,47.68989182,43.9768617313094,0.75,0.59,0.12,0.49,8.37563070286224
1997,"DEU",74.375,"High income: OECD","High income",46216.4912825965,43.3913694504347,87.53235,89.38924,45.7116394,91.7409402978348,0.47,0.5,0.5,0.49,10.7411136046096
1997,"GHA",57.5,"Sub-Saharan Africa","Lower middle income",3106.18555480388,50.100738837566,57.89835,28.82961,3.58626008,10.7357032787687,0.44,0.47,0.34,0.42,8.04147262914306
1997,"GRC",73.125,"High income: OECD","High income",27943.6837804035,37.0982517410598,89.91082,82.95167,44.71448898,57.3140051797329,0.22,0.34,0.12,0.23,10.2379822558553
1997,"GTM",57.5,"Latin America & Caribbean","Upper middle income",8224.92476345891,33.0153776351135,67.43367,20.18352,8.082559586,42.1108400745916,0.38,0.53,0.56,0.49,9.01504600256071
1997,"GIN",46.875,"Sub-Saharan Africa","Lower middle income",2205.32363416973,50.4860755479465,31.72238,6.4184,0.257400006,2.03720041439548,0.41,0.72,0.22,0.45,7.69908289538573
1997,"HND",51.875,"Latin America & Caribbean","Lower middle income",4421.52075329042,34.1197373571231,86.34144,45.84987,13.75399017,43.8569990600815,0.44,0.84,0.44,0.57,8.39446511868328
1997,"HKG",86.875,"East Asia & Pacific","High income",37804.1589536709,39.334328462129,94.16782,73.66516,32.36388016,95.1375770873386,0.94,0.41,0.28,0.54,10.5402008525509
1997,"HUN",69.375,"High income: OECD","High income",19160.7052296897,43.456953648987,86.25359,82.57994,27.45833969,86.3330493719222,0.31,0.34,0,0.22,9.86066904702652
1997,"ISL",85.625,"High income: OECD","High income",40466.5390231954,46.222717466652,98.86128,86.69995,44.55360031,87.0595771941063,0.47,0.38,0,0.28,10.6082554261172
1997,"IND",57.5,"South Asia","Lower middle income",2680.27888437082,25.5150160527283,73.18593,62.40373,4.95401001,9.52712570754018,0.66,0.97,0.22,0.61,7.89404915534402
1997,"IDN",47.5,"East Asia & Pacific","Upper middle income",6695.40975787395,37.6919174193997,91.17466,49.27326,13.54522991,28.8267186483115,0.25,0.47,0.19,0.3,8.80932680472263
1997,"IRN",26.25,"Middle East & North Africa","Lower middle income",10315.1380492974,12.7850043233414,89.40619,75.81558,17.04523087,54.6951179338516,0.56,0.75,0.22,0.51,9.24146474896844
1997,"IRL",83.125,"High income: OECD","High income",38308.4420643939,39.1432819562675,94.2584,83.61115,44.16098022,90.4831683928288,0.72,0.41,0,0.38,10.5534516738819
1997,"ITA",74.375,"High income: OECD","High income",46598.9259960187,37.4737427676536,99.08162,85.82697,51.26448822,76.0075646382017,0.78,0.41,0,0.4,10.7493542320442
1997,"JAM",59.375,"Latin America & Caribbean","Upper middle income",9990.34619816537,45.3698847013681,90.21696,81.79052,18.01432991,65.900824904835,0.62,0.56,0.69,0.62,9.20947461713513
1997,"JOR",26.25,"Middle East & North Africa","Lower middle income",7731.47868335743,13.9052407539346,87.86538,77.5918,23.30129051,96.6963853168903,0.5,0.59,0.19,0.43,8.95318474779596
1997,"KEN",51.875,"Sub-Saharan Africa","Lower middle income",3941.40919481353,49.3846285632355,61.17905,32.51224,1.943079948,19.3434556505148,0.62,0.72,0.72,0.69,8.27954728618476
